,IP,ASN
615297,192.138.99.0,"CIRRUS-SEVEN-INC - Cirrus Seven, Inc."
615308,192.138.133.0,AMERICAN-CENTRAL-TRANSPORT-INC - American Central Transport Inc.
615312,192.138.148.0,WMC - Weeks Medical Center
615314,192.138.161.0,EROOOM - eRoom Securities LLC
615316,192.138.164.0,360MAIN - Glynlyon
615322,192.138.173.0,"DIXIE-NET - ISP Associates, Inc. DBA Dixie-Net"
615326,192.138.178.0,LIFESPAN - Lifespan Corp.
615337,192.138.194.0,UNIVERSITY-OF-HOUSTON - University of Houston
615346,192.138.209.0,"AS40584 - Enova International, Inc."
615347,192.138.210.0,AS396881
615348,192.138.212.0,BARNSTABLECOUNTY - Barnstable County
615350,192.138.214.0,SUNET-1 - Suffolk University
615354,192.138.225.0,AS396835
615359,192.138.251.0,GODZONE-AS-AP GodZone Internet Services
615361,192.138.255.0,TPR-ASN1 - The Princeton Review
615362,192.139.0.0,"LHBIS-IPV4-NET01 - LightHouse Business Information Solutions, LLC"
615364,192.139.3.0,"SQUAR-12-AS-1 - SQUARETRADE, INC."
615366,192.139.5.0,EL-DALLAS - Elevated Computing LLC
615378,192.139.18.0,VCH-MADERA - Valley Children's Hospital
615384,192.139.27.0,CBE - Calgary Board of Education
615389,192.139.34.0,MEDICINEHATCOLLEGE-ASN - Medicine Hat College
615393,192.139.46.0,COOPERIX-NET - Sandelman Software Works Corporation
615407,192.139.114.0,UMANITOBA - University of Manitoba
615416,192.139.128.0,SOLON-BOARD-OF-EDUCATION - Solon Board of Education
615417,192.139.129.0,IMAXCO - Imax Corporation
615420,192.139.132.0,SKTAPRIMARY - Smurfit Kappa the Americas
615458,192.139.192.0,MSR-CABLE-TV - MSR PRIVATE CABLE TV
615466,192.139.205.0,"THING5-NA - Thing5, LLC"
615469,192.139.214.0,LAMBTON-COLLEGE - Lambton College of Applied Arts and Technology
615479,192.139.224.0,CAMBRIANCOLLEGE - Cambrian College of Applied Arts & Technology
615491,192.140.1.0,AS267392
615495,192.140.6.0,"HS-AS-001 - HealthStream, Inc."
615500,192.140.11.0,WJ Internet
615501,192.140.12.0,Kater Telecomunicações Ltda
615502,192.140.16.0,ENZO RAUL GALVAN
615507,192.140.24.0,Buenos Net Tecnologia LTDA ME
615510,192.140.30.0,WALTER ELIAS VILLA
615512,192.140.32.0,RNV CORP
615514,192.140.38.0,CROHMA SOLUCOES LTDA - ME
615515,192.140.40.0,Allfiber Telecom Serviços de Telecomunicações
615519,192.140.47.0,FORTUNATO TELECOM
615522,192.140.54.0,CLICK INTERNET LTDA ME
615532,192.140.67.0,WOW TELECOM COMUNICACAO MULTIMIDIA LTDA - ME
615536,192.140.71.0,INFOWORLD TELECOMUNICAÇÕES LTDA
615540,192.140.75.0,TIAGO SOARES DA PAIXAO 05451254567
615544,192.140.79.0,NETCANES TELECOM
615545,192.140.80.0,WINDTEL SERVIÇOS DE TELECOMUNICAÇÕES LTDA
615549,192.140.87.0,G. EVANDRO DA SILVA TELECOMUNICACOES - ME
615553,192.140.91.0,ITOP TELECOM LTDA - ME
615556,192.140.94.0,KOLVECH S.A. (TELECOMVAS)
615561,192.140.99.0,KBPS TELECOM EIRELI - ME
615565,192.140.103.0,NCI NET WORK PROVEDOR DE INTERNET EIRELI - ME
615566,192.140.104.0,MEGA VELOCIDADE INTERNET BANDA LARGA
615571,192.140.115.0,DFL Servicos de Telecomunicacoes LTDA - ME
615573,192.140.119.0,A2 TELECOM EIRELI - ME
615574,192.140.120.0,Solucao Servicos de Internet Tanabi LTDA. - ME
615599,192.140.225.0,AS56233
615601,192.140.227.0,NOWIT-AS-AP Now IT Solutions Ply Ltd
615605,192.140.231.0,AS133972
615610,192.140.248.0,GNET-AU GNET Communications PTY LTD
615614,192.140.255.0,INSPIREBROADBAND-AS-AP Inspire Broadband Limited
615617,192.141.2.0,Infoco Telecom
615621,192.141.7.0,Netsys
615624,192.141.10.0,ADEATEL S.A
615627,192.141.18.0,J BARBOSA SERVICOS DE COMUNICACAO MILTIM
615632,192.141.31.0,CRISTIANO HOLDEFER & CIA LTDA - ME
615635,192.141.34.0,ITMINDS CONSULTORIA EM TECNOLOGIA DA INFORMACAO
615639,192.141.39.0,MERCREDI S.A.
615642,192.141.42.0,HOSTING LABS SAC
615646,192.141.47.0,Dimex Capital SA de CV SOFOM ENR
615654,192.141.55.0,SPECTRUMNET TECNOLOGIA INTEGRADA LTDA - ME
615658,192.141.59.0,LK TELECOM INFORMATICA LTDA ME - ME
615659,192.141.60.0,c c zunino central net-me
615663,192.141.67.0,VOISSNET S.A.
615664,192.141.68.0,FSA Tecnologia em Comunicação LTDA - ME
615665,192.141.72.0,caxias online projetos m. e manuntençao ltda. me
615666,192.141.76.0,Cristiano da Silva Rocha Informatica ME
615670,192.141.83.0,ATENDNET COM. E SERV. DE EQUIP. INFORMÁTICA LTDA
615671,192.141.84.0,Espaço Link Telecomunicações LTDA - ME
615672,192.141.88.0,RAGNER JOSE DE LIMA SILVA EIRELI - ME
615676,192.141.95.0,NETROPOLYS S.A.
615677,192.141.96.0,MK SOLUTIONS CRIACAO DE SOFTWARE
615680,192.141.99.0,Agemed Saúde S/A
615684,192.141.103.0,GLOBAL BANDA LARGA SERVICOS DE TELECOMUNICACOES LT
615685,192.141.104.0,PROLINK TELECOM LTDA - ME
615689,192.141.111.0,SMARTLINK TECNOLOGIA EM INTERNET LTDA ME
615691,192.141.114.0,ALL CONECTA INTERNET LTDA - ME
615695,192.141.119.0,LL AUTOMAÇÃO E TELECOMUNICAÇÕES LTDA - ME
615699,192.141.123.0,MVF NETWORK
615701,192.141.128.0,TELEOPERADORA DEL NORDESTE S.R.L
615704,192.141.135.0,MARIA DE FATIMA SILVA MARCELINO LIMA ME
615705,192.141.136.0,Souza e Couto Empreendimentos Ltda
615708,192.141.143.0,N DOS SANTOS & SANTOS LTDA - ME - ME
615709,192.141.144.0,NETFLESH TELECOM E COM DE PROD DE INFORMAT LTDA-ME
615710,192.141.148.0,MUNICIPALIDAD DE MALAGUEÑO
615714,192.141.155.0,Minascomp Internet LTDA ME
615717,192.141.158.0,W8 Telecom Ltda - ME
615722,192.141.163.0,NEOVEX COMERCIO E SERVICOS DE TELECOMUNICACOES
615723,192.141.164.0,Denis Javier Rodríguez Guzmán(BRYMANET)
615726,192.141.174.0,C e B do Amaral Comunicacao - ME
615731,192.141.183.0,Usina Popular Cooperativa
615732,192.141.184.0,TIAGO DE LIMA RODRIGUES 05234893405
615736,192.141.191.0,DNL NETWORK TELECOMUNICAÇÕES LTDA
615740,192.141.195.0,LIG TELECOM
615744,192.141.199.0,SOCITEL TELECOMUNICACOES LTDA - EPP
615746,192.141.202.0,Torre das Antenas Comercio e Serviços Tecnico LTDA
615747,192.141.204.0,TT Peixoto Provedor de Internet LTDA ME
615748,192.141.208.0,COOPERATIVA TELEFONICA Y DE OBRAS Y SERVICIOS PUBLICOS Y SOCIALES SALSIPUEDES LIMITADA
615752,192.141.215.0,ABGON COMUNICACIONES
615754,192.141.220.0,R. ANDREWS DE ARAUJO - ME
615758,192.141.227.0,TUDONLINE SERVICOS E COMERCIO LTDA ME
615762,192.141.231.0,FERCAS SH
615764,192.141.234.0,Brasil Central Telecomunicação
615768,192.141.239.0,MSE COMUNICACAO MULTIMIDIA LTDA ME
615772,192.141.243.0,ED-LINK TELECOM
615776,192.141.247.0,"ALTAN REDES, S.A.P.I. de C. V."
615780,192.141.251.0,VIDATEL SERVICOS CONVERGENTES EM TELECOMUNICACOES
615784,192.141.255.0,RCM TELECOM E INFORMATICA LTDA - ME
615785,192.142.0.0,X-DSL-NET1
615797,192.144.66.0,C2M SERVIÇOS DE INFORMÁTICA E TELECOMUNICAÇÕES
615798,192.144.68.0,TPLink Serviços de Comunicação Ltda
615800,192.144.73.0,AS267322
615802,192.144.77.0,ORANGELABS Orange Labs OLPS
615804,192.144.79.0,APNIC-FIBERLINK-PK Fiberlink Pvt.Ltd
615808,192.144.83.0,ICOMBANGLADESHLTD-BD ping by ICOM Bangladesh Ltd
615812,192.144.87.0,APONIT-AS-AP Evan Ahmed Bhuiyan t/a APON IT
615814,192.144.92.0,CORPNET-ID-AS PT. Taipro Investments
615816,192.144.98.0,lins. net telecom ltda-me
615820,192.144.103.0,J. TEIXEIRA DOS SANTOS - ME
615824,192.144.107.0,VUPPI INTERNET
615825,192.144.108.0,DIRECTSAT PROVEDOR DE ACESSO A REDES DE TELECOMUNI
615829,192.144.115.0,REDES OPTICAS S.A.C.
615830,192.144.116.0,ICONNECT TELECOMUNICAÇÕES EIRELI - ME
615831,192.144.120.0,JORGE AUGUSTO DE OLIVEIRA SOUZA ­ ME
615835,192.144.127.0,NETVOIP BANDA LARGA
615845,192.145.195.0,DDL LINE TELECOM LTDA
615849,192.145.199.0,MONIQUE HELEN DOS REIS JACINTO MARTINS ME
615853,192.145.203.0,INOVARE TECNOLOGIA E COMUNICACAO LTDA - ME
615857,192.145.207.0,VIANET GUARACIAMA EIRELI ME
615858,192.145.208.0,CONECTAR TELECOMUNICACOES DO BRASIL LTDA - ME
615862,192.145.215.0,FABIO SILVA SOARES - ME
615866,192.145.219.0,VH TRADE LTDA
615874,192.145.231.0,FISC-INT-ASN - Financial Institution Service Corp.
615901,192.146.50.0,KLA-TENCOR - KLA-TENCOR
615903,192.146.101.0,LEXMARK-AS - Lexmark International Inc.
615907,192.146.108.0,PALMETTOHEALTHAS - Palmetto Health
615915,192.146.127.0,"BROCADE-NMS - Brocade Communications Systems, Inc."
615919,192.146.131.0,"ADVANCED1 - Advanced Cable Communications, LLC"
615922,192.146.136.0,UOW-AS
615923,192.146.137.0,DJA-ASN
615926,192.146.141.0,ASTPK
615939,192.146.186.0,COF-CA-AS - City of Fontana
615941,192.146.190.0,CC-ASN - Clear Creek ISD
615945,192.146.199.0,CGTNV - Century Gaming Technologies
615955,192.146.229.0,Empresa Brasileira de Ens.Peq.Extensão S/A-EMBRAE
615964,192.146.255.0,CPGNYLAS1 - City Practice Group of New York LLC
615973,192.147.17.0,"ELECFORIMAG - Electronics for Imaging, Inc."
616003,192.147.57.0,BARCLAYS-CAPITAL - Barclays Capital
616004,192.147.58.0,AS14733 - Barclays Capital Inc.
616006,192.147.66.0,SQPT-OPS-LLC-AS - SquarePoint Ops LLC
616009,192.147.69.0,FDIC-GOV - Federal Deposit Insurance Corporation
616011,192.147.71.0,"BCRH - BAXTER COUNTY REGIONAL HOSPITAL, INC"
616045,192.147.157.0,IDENTRUST-DR-ASN - IdenTrust
616051,192.147.172.0,AS-WWU - Walla Walla University
616056,192.147.210.0,VALSPE SOLUCOES EM INFORMATICA LTDA - ME
616060,192.147.218.0,Versatil Solução Empresarial Ltda ME
616065,192.147.224.0,"HANOVER - Hanover Insurance Group, Inc."
616074,192.147.241.0,"SIMPLY-BITS-LLC - Simply Bits, LLC"
616078,192.147.249.0,PLNU-ASN - Point Loma Nazarene University
616082,192.148.69.0,POSTDK-AS
616089,192.148.104.0,PCTI - Passaic County Technical Institute
616102,192.148.173.0,"CLEARPOINTE - ClearPointe Technology, Inc."
616110,192.148.197.0,"MRCYHQ - Mercury Systems, Inc."
616152,192.148.255.0,MEMORIALHOSPITAL-IL - Memorial Hospital
616156,192.149.3.0,SLDX1-RIPE
616161,192.149.12.0,"BEA - US Department of Commerce, Bureau of Economic Analysis"
616162,192.149.13.0,ALBRIGHT-COLLEGE - Albright College
616166,192.149.17.0,DARKHORSE - Dark Horse Networks
616172,192.149.26.0,"NOVELL - Novell, Inc."
616178,192.149.55.0,"ENDLAYER - EndLayer, LLC"
616184,192.149.63.0,"AS-AFILIAS-SEATTLE - Afilias Canada, Corp."
616187,192.149.67.0,HILLIARD-CITY-SCHOOLS-AS - Hilliard City School District
616189,192.149.72.0,TRAC-750CRE - Trac Intermodal
616193,192.149.76.0,INVITAE-01 - Invitae Corp
616199,192.149.88.0,BPS-ASN - Batavia Public School District 101
616202,192.149.93.0,GPC-ASN - General Physics Corporation
616205,192.149.96.0,"DRARS - Advanced Radiology Services, P.C."
616207,192.149.98.0,LHR-NAVBLUE
616219,192.149.117.0,BE-AS
616221,192.149.119.0,UCLES-AS
616233,192.149.144.0,AS372 - National Aeronautics and Space Administration
616235,192.149.148.0,NIST-BOULDER - NIST/U.S. Dept. of Commerce
616240,192.149.202.0,UNIVERSITY-GUAM - UNIVERSITY OF GUAM
616246,192.149.210.0,"ODV - Online Datavault, LLC"
616253,192.149.228.0,AVIAT-NETWORKS - HSTX
616270,192.149.255.0,IMAGINE-NETWORKS-IMGNET - Imagine Networks
616288,192.150.22.0,ADOBE1-AS-AS - Adobe Systems Inc.
616296,192.150.42.0,CPSHR-NET - Cooperative Personnel Services
616299,192.150.46.0,WARFI101 - Warsaw Fiber
616301,192.150.50.0,INSULET600TECH - Insulet Corporation
616308,192.150.74.0,PFCU-I-DRIVE-32821 - Partners Federal Credit Union
616311,192.150.77.0,"REDCOATS - Red Coats, Inc"
616314,192.150.84.0,TELIA-TCN Telia Corporate Network
616315,192.150.85.0,NEIGLOBAL - NEI Global Relocation Company
616316,192.150.86.0,POSDNET - Port of San Diego
616322,192.150.94.0,IP-EEND-AS IP-EEND BV
616339,192.150.140.0,FUJITSU
616341,192.150.142.0,EMERYTELCOM - Emery Telcom
616348,192.150.160.0,"THOUSANDEYES - ThousandEyes, Inc."
616358,192.150.185.0,LILENT01 - Lilani Enterprises Inc.
616366,192.150.204.0,QINETIQ
616371,192.150.210.0,ANGELOASPRIME - Angelo State University
616381,192.150.242.0,AS3431
616383,192.150.244.0,LAKE-TRAVIS-ISD - Lake Travis ISD
616392,192.150.255.0,SITUS - Situs Group LLC
616401,192.151.88.0,HUNTSVILLEHOSPITAL - Huntsville Hospital
616407,192.151.130.0,BICOM
616444,192.152.5.0,PRINCETON-REGIONAL-SCHOOLS - Princeton Public Schools
616462,192.152.33.0,THOMSON-REUTERS-US-INC - Thomson Reuters U.S. LLC
616476,192.152.85.0,"AEPCO-30570 - Arizona Electric Power Cooperative, Inc."
616478,192.152.88.0,PPLNET-AS - PPL Corporation
616480,192.152.91.0,ROXTEL538 - Ontarioeast.net
616488,192.152.110.0,NGL-EVANSTON-MAIN - THE NGL CONNECTION LLC
616490,192.152.118.0,MARINEBIO - MBL
616496,192.152.134.0,IRI-BGP - Information Resources Incorporated
616497,192.152.135.0,WAFD - Washington Federal
616503,192.152.143.0,SAIFCO - State Accident Insurance Fund Corporation
616517,192.152.163.0,PSE-AS-ESO - Puget Sound Energy
616525,192.152.180.0,WECU-ASN - Whatcom Educational Credit Union
616534,192.152.201.0,SCANA - SCANA Corporation
616539,192.152.213.0,PATHIXASP-AS - Pathix ASP
616543,192.152.243.0,QUINNIPIAC-UNIVERSITY - Quinnipiac University
616547,192.152.255.0,"AS-PINN - Pinnacle Associates, LTD"
616551,192.153.5.0,AVANTWIRELESS - AvantWireless LLC
616552,192.153.6.0,MERC-AS - Mercantile Bank of Michigan
616556,192.153.18.0,ELTENET ELTENET
616591,192.153.108.0,AS37889
616599,192.153.120.0,Kepler Sistemas Ltda ME
616635,192.153.163.0,MCC-ASN-1 - Mott Community College
616644,192.153.186.0,"QZN-ASN-001 - Questzone.Net, Inc."
616650,192.153.194.0,LINJEGODS-AS
616658,192.153.242.0,"TI-US/INTL - Texas Instruments, Inc."
616667,192.154.3.0,E2WS - E2W Solutions LLC
616670,192.154.7.0,"PSI-CU-SOFTWARE - Performance Systems International, Incorporated"
616672,192.154.13.0,CALEDON-11672 - Caledon Card Services
616685,192.154.27.0,TISDCS-ASN - TISDCS
616698,192.154.55.0,RTI - Research Triangle Institute
616703,192.154.65.0,GUILFORD-COLLEGE - Guilford College
616715,192.154.112.0,PROVIDENT-BANK - Provident Bank
616719,192.154.118.0,"CPLP-ASN - Centerbridge Partners, L.P."
616723,192.154.125.0,USPSOIG-AS2 - United States Postal Service Office of Inspector General
616724,192.154.126.0,LVMH-EQ-SECAUCUS-INET - LVMH MOET HENNESSY LOUIS VUITTON
616729,192.154.131.0,EJ - EJ Group Incorporated
616732,192.154.140.0,STACK8 - Stack8 Technologies Inc.
616781,192.155.0.0,GVRD-AS1 - GREATER VANCOUVER REGIONAL DISTRICT
616783,192.155.8.0,FR-RENATER
616803,192.155.71.0,"ALARM-PROD-US-AS - Alarm.com, Inc."
616821,192.155.116.0,UNIVI-2-ASN - Univision Communications Inc.
616880,192.156.102.0,GTECH-PL-AS
616894,192.156.124.0,GTECH - GTECH Corporation
616898,192.156.134.0,ADAMSSTATE - Adams State College
616900,192.156.137.0,"CGNET-INTERNAP - CGNET Services International, Inc."
616908,192.156.157.0,BNFP - Jaguar Land Rover Manhattan
616913,192.156.164.0,SPROUTS - Sprouts Farmers Market
616917,192.156.190.0,AWT - Applied Weather Technology Inc.
616929,192.156.216.0,LBVCO-1 - Lake Buena Vista LBV Company
616941,192.156.234.0,FLCC-AS - Finger Lakes Community College
616945,192.156.238.0,SYMBOTAS-1 - Symbotic
616947,192.156.240.0,"DYNAMARKMONITORING - Dynamark Monitoring, Inc."
616952,192.156.246.0,"SHERIDAN-HEALTHCORP - SHERIDAN HEALTHCORP, INC."
616955,192.156.251.0,"ACCESSPLUS-COMMUNICATIONS - AccessPlus Communications, Inc."
616961,192.157.5.0,OARNET-AS-2 - OARnet
616979,192.157.29.0,VERACODE-AS - Veracode
616989,192.157.39.0,WIDEORBIT-WOCLOUD - WideOrbit Inc
616996,192.157.75.0,AS13471 - PFS Web
617004,192.157.92.0,COLOG - Cologuard
617014,192.157.183.0,INTERSIL-SEMI - Intersil
617029,192.158.0.0,RDV-CORP - RDV Corporation
617042,192.158.22.0,CDI-AS - Center for Diagnostic Imaging
617063,192.158.60.0,CUMMINS-AS1 - Cummins Engine Co. Inc.
617064,192.158.62.0,VELOCITYNET - VelocityNet
617065,192.158.64.0,FTV-IAD - FTV Business Services LLC
617066,192.158.66.0,FTV-SEA - FTV Business Services LLC
617067,192.158.68.0,FTVBSLLC
617077,192.158.191.0,"ASN-TEKTRONIX - Tektronix, Inc."
617085,192.158.214.0,OXYGEN-TECHNICAL-SERVICES - Oxygen Technical Services Ltd
617089,192.158.227.0,AS137571
617116,192.159.8.0,"DEVELOPMENT-GROUP-INC - Development Group, Inc"
617118,192.159.10.0,ROP-COCA-AS01 - Contra Costa County Regional Occupation Program / Richmond
617126,192.159.48.0,"QWIRELESSBB - Q-Wireless, LLC"
617140,192.159.106.0,CGGV-HOU - CGGVeritas Services (US) Inc.
617145,192.159.116.0,TRIBUNAL REGIONAL DO TRABALHO - 8A REGIAO
617148,192.159.120.0,"EZLINKS - EZLinks Golf, Inc."
617159,192.159.143.0,FROST-SCIENCE-MUSEUM - Patrica and Phillip Frost Museum of Science
617174,192.159.158.0,NETC - New England Telehealth Consortium
617175,192.159.160.0,MOELIS-CO - Moelis & Company Holdings LP
617178,192.159.169.0,"TLC - The Lamar Company, LLC"
617203,192.160.13.0,A2I-WEST - a2i communications
617211,192.160.45.0,Unimed de Bauru - Cooperativa de Trabalho Medico
617216,192.160.50.0,LWART LUBRIFICANTES LTDA
617221,192.160.56.0,TGS-GEOPHYSICAL-CO - TGS-NOPEC Geophysical Co.
617229,192.160.73.0,"CABLELABS-LV - Cable Television Laboratories, Inc."
617240,192.160.102.0,HEXTET - Hextet Systems
617253,192.160.124.0,"TRDLNK - TradeLink, LLC"
617258,192.160.131.0,ADELPHI - Adelphi University
617263,192.160.145.0,"TRIPOS-INC - Certara USA, Inc."
617272,192.160.165.0,NCC-23-ASN - North Central College
617274,192.160.167.0,THECITYOFMONCTON - The City of Moncton
617281,192.160.188.0,"Prati, Donaduzzi & Cia Ltda."
617283,192.160.191.0,ESOSOFT - Esosoft Corporation
617302,192.160.224.0,DALCOMBANK-AS
617310,192.160.244.0,FAIRFIELD-UNIVERSITY - Fairfield University
617314,192.160.250.0,INFINITY-BROADBAND-LTD - Infinity Broadband Ltd
617317,192.160.255.0,CLEAR-98-AS - Clearcable Networks
617322,192.161.5.0,"BCI-NASH-01 - Benefit Communications, Inc."
617331,192.161.68.0,WISPWEST - wispwest.net
617338,192.161.131.0,NATHNETWORK - Nath Network & Telecom Inc
617342,192.161.135.0,FNSBSD - Fairbanks North Star Borough School District
617345,192.161.140.0,"NEOLANE-INC - NEOLANE, Inc."
617391,192.162.8.0,ASWEBMAX
617396,192.162.15.0,SPCNET-AS
617405,192.162.27.0,SOLOGIGABIT-AS
617413,192.162.44.0,NOM1044-AS
617417,192.162.55.0,KOMBANK-AS
617418,192.162.56.0,METATEH-AS
617422,192.162.62.0,INTERPLUS-AS
617423,192.162.63.0,SOSNOWIEC
617430,192.162.76.0,ASBIT
617433,192.162.88.0,MFISOFT-AS
617434,192.162.92.0,PL-LUB-DERKOM-AS
617446,192.162.112.0,ASNVPCONNECT
617453,192.162.128.0,PL2012PLUS-AS
617454,192.162.132.0,NEMI-AS
617455,192.162.136.0,THREE-W-INFRA-AS -- TRANSIT --
617459,192.162.143.0,GLOBAL-UA-AS
617460,192.162.144.0,MCG-AS
617461,192.162.148.0,STORMMEDIA
617462,192.162.152.0,ASCYBERLAN
617467,192.162.160.0,ASCITADEL
617468,192.162.164.0,RAKO-LAN
617469,192.162.168.0,NET-MANAGER
617475,192.162.180.0,ED-PARTNER-AS
617477,192.162.188.0,ASARCTICNET
617481,192.162.195.0,ASSIGMA
617487,192.162.208.0,ZASTAVA-PLUS-AS
617492,192.162.219.0,J2-IRE-AS
617493,192.162.220.0,"SOS-ALARM $Id: aut-num_AS56625,v 1.2 2012-11-16 10:01:25 liman Exp $"
617497,192.162.230.0,ISARNET-AS
617498,192.162.231.0,SECURAX
617500,192.162.236.0,VINASTERISK-AS
617509,192.162.248.0,TECH-CAVE
617510,192.162.249.0,AKRIKHIN-AS
617515,192.162.255.0,TELECOM-PLUS-AS
617516,192.163.0.0,CITY-OF-PRINEVILLE - City of Prineville
617518,192.163.5.0,"TII-AS-IN Texas Instruments, Inc"
617522,192.163.14.0,"TII-AS-SG Texas Instruments, Inc."
617525,192.163.17.0,"TII-AS-SG Texas Instruments, Inc"
617527,192.163.20.0,"TII-AS-HK Texas Instruments, Inc"
617528,192.163.21.0,SAMC-STLMO - St. Anthony's Medical Center
617534,192.163.145.0,TIETOTIE-AS P.O.Box 38. FI-00441 Helsinki Finland.
617547,192.164.38.0,BACHER-AS
617552,192.164.72.0,AS16381
617626,192.165.72.0,PAF
617630,192.165.76.0,FIBERDATANET
617632,192.165.78.0,NETIT-AS
617636,192.165.82.0,AS8995
617637,192.165.83.0,MAINLOOP-ANYCAST-AS
617675,192.165.135.0,BRAATHENS-AVIATION-AS
617700,192.165.176.0,IKEA-AS-AP
617722,192.165.204.0,SE-SIFO-NET
617731,192.165.215.0,THOMSONREUTERS-SG 18 Science Park Drive
617747,192.165.232.0,ASNETW
617764,192.165.252.0,AS202395
617772,192.166.12.0,LUGLINK-AS
617789,192.166.119.0,MEGIONLINK-AS
617791,192.166.122.0,CERTRO-AS
617792,192.166.123.0,RUSCONSULTING-AS
617796,192.166.127.0,ASMILLENIUM
617797,192.166.128.0,ASMIRAJ
617801,192.166.135.0,ASZMIJOV
617805,192.166.144.0,ASYALTA
617811,192.166.151.0,ASN-TECAVICAS
617815,192.166.176.0,DUF-AS Winsbergring 38
617818,192.166.202.0,SLONECZKO-NET
617822,192.166.220.0,WIFIKLODZKO-AS
617824,192.166.232.0,TKRSS
617826,192.166.238.0,PARKTELECOM-AS
617830,192.166.255.0,NET-KOMP-AS
617841,192.169.5.0,TRSRL - DECOLAR.COM INC
617846,192.169.11.0,"OCHIN-PDX - OCHIN, INC"
617849,192.169.19.0,"CPCL-ASN1 - CPC Logistics, Inc"
617851,192.169.24.0,"BEGGSTELEPHONE - Beggs Telephone Company, Inc."
617864,192.169.46.0,PUREVOLTAGE-INC - Purevoltage Enterprises Inc.
617936,192.170.4.0,Hexabyte-AS
617954,192.170.88.0,IND-NTC-AS - Hewlett-Packard Company
617964,192.170.108.0,TANDEM - Hewlett-Packard Company
617968,192.170.132.0,"HCTC-LINK1 - Hill Country Telephone Cooperative, Inc."
617975,192.170.142.0,"AS-SMARTERTRAVEL - TripAdvisor, LLC"
617991,192.171.5.0,ESA Robert Bosch Strasse 5
617997,192.171.14.0,INDIANA-MEMBERS-CU - Indiana Members Credit Union
618016,192.171.112.0,"IPSERV-AS - Single Source Network Systems, Inc."
618021,192.171.127.0,UWI-CH-ASN1 - University of the West Indies
618026,192.171.200.0,KEN-TENN-WIRELESS - Ken-Tenn Wireless LLC
618066,192.172.11.0,"DNIC-AS-01482 - Headquarters, USAISC"
618077,192.172.226.0,ALPHA-NAP-AS - San Diego Supercomputer Center
618079,192.172.233.0,VOIPIA-INC - Voipia Networks Inc
618082,192.172.237.0,AS4697
618084,192.172.240.0,RFPCO - Roseburg
618089,192.172.255.0,CCM-NET1 - Collectivei
618094,192.173.5.0,"TMGAS - Taylor Made Golf Company, Inc."
618100,192.173.13.0,BLUE-UNLIMITED - Blue Wireless
